x,y
6.249998,80.107346
8.124998,79.02482
9.374998,79.02482
8.749998,80.10735
8.749998,77.94228
7.499998,77.94228
5.624998,79.02482
6.874998,79.02482
6.249998,80.10735
6.249998,77.94228
4.999998,77.94228
14.374998,76.85975
15.624998,76.85975
14.999998,75.777214
16.249998,75.777214
13.749998,75.777214
15.624998,74.69469
16.874998,74.69469
16.249998,75.77722
16.249998,73.61215
17.499998,73.61215
14.999998,73.61215
13.124998,74.69469
14.374998,74.69469
13.749998,75.77722
13.749998,73.61215
12.499998,73.61215
16.874998,72.529625
18.124998,72.529625
17.499998,73.61216
17.499998,71.44709
18.749998,71.44709
16.249998,71.44709
18.124998,70.36456
19.374998,70.36456
18.749998,71.4471
18.749998,69.28203
17.499998,69.28203
15.624998,70.36456
16.874998,70.36456
16.249998,71.4471
16.249998,69.28203
14.999998,69.28203
11.874998,72.529625
13.124998,72.529625
12.499998,73.61216
12.499998,71.44709
13.749998,71.44709
11.249998,71.44709
13.124998,70.36456
14.374998,70.36456
13.749998,71.4471
13.749998,69.28203
12.499998,69.28203
10.624998,70.36456
11.874998,70.36456
11.249998,71.4471
11.249998,69.28203
9.999998,69.28203
4.374998,76.85975
5.624998,76.85975
4.999998,75.777214
6.249998,75.777214
3.749998,75.777214
5.624998,74.69469
6.874998,74.69469
6.249998,75.77722
6.249998,73.61215
7.499998,73.61215
4.999998,73.61215
3.124998,74.69469
4.374998,74.69469
3.749998,75.77722
3.749998,73.61215
2.499998,73.61215
6.874998,72.529625
8.124998,72.529625
7.499998,73.61216
7.499998,71.44709
8.749998,71.44709
6.249998,71.44709
8.124998,70.36456
9.374998,70.36456
8.749998,71.4471
8.749998,69.28203
7.499998,69.28203
5.624998,70.36456
6.874998,70.36456
6.249998,71.4471
6.249998,69.28203
4.999998,69.28203
1.8749981,72.529625
3.124998,72.529625
2.499998,73.61216
2.499998,71.44709
3.749998,71.44709
1.2499981,71.44709
3.124998,70.36456
4.374998,70.36456
3.749998,71.4471
3.749998,69.28203
2.499998,69.28203
0.6249981,70.36456
1.8749981,70.36456
1.2499981,71.4471
1.2499981,69.28203
-0.0000019073486,69.28203
-21.250002,101.75798
-18.750002,101.75798
-20.000002,99.59292
-17.500002,99.59292
-22.500002,99.59292
-18.750002,97.42786
-16.250002,97.42786
-17.500002,95.262794
-15.000002,95.262794
-20.000002,95.262794
-23.750002,97.42786
-21.250002,97.42786
-22.500002,95.262794
-25.000002,95.262794
-15.625002,94.18026
-14.375002,94.18026
-15.000002,93.097725
-13.750002,93.097725
-16.250002,93.097725
-14.375002,92.0152
-13.125002,92.0152
-13.750002,93.09773
-13.750002,90.93266
-12.500002,90.93266
-15.000002,90.93266
-16.875002,92.0152
-15.625002,92.0152
-16.250002,93.09773
-16.250002,90.93266
-17.500002,90.93266
-13.125002,89.850136
-11.875002,89.850136
-12.500002,90.93267
-12.500002,88.7676
-11.250002,88.7676
-13.750002,88.7676
-11.875002,87.685074
-10.625002,87.685074
-11.250002,88.76761
-11.250002,86.60254
-10.000002,86.60254
-12.500002,86.60254
-14.375002,87.685074
-13.125002,87.685074
-13.750002,88.76761
-13.750002,86.60254
-15.000002,86.60254
-18.125002,89.850136
-16.875002,89.850136
-17.500002,90.93267
-17.500002,88.7676
-16.250002,88.7676
-18.750002,88.7676
-16.875002,87.685074
-15.625002,87.685074
-16.250002,88.76761
-16.250002,86.60254
-17.500002,86.60254
-19.375002,87.685074
-18.125002,87.685074
-18.750002,88.76761
-18.750002,86.60254
-20.000002,86.60254
-26.250002,93.097725
-23.750002,93.097725
-25.000002,95.26279
-25.000002,90.93266
-22.500002,90.93266
-27.500002,90.93266
-23.750002,88.7676
-21.250002,88.7676
-22.500002,86.60254
-25.000002,86.60254
-28.750002,88.7676
-26.250002,88.7676
-27.500002,86.60254
-30.000002,86.60254
-10.625002,85.520004
-9.375002,85.520004
-10.000002,84.43747
-8.750002,84.43747
-11.250002,84.43747
-9.375002,83.35494
-8.125002,83.35494
-8.750002,84.43748
-8.750002,82.27241
-7.500002,82.27241
-10.000002,82.27241
-11.875002,83.35494
-10.625002,83.35494
-11.250002,84.43748
-11.250002,82.27241
-12.500002,82.27241
-8.125002,81.18988
-6.875002,81.18988
-7.500002,82.272415
-7.500002,80.107346
-6.250002,80.107346
-8.750002,80.107346
-6.875002,79.02482
-5.625002,79.02482
-6.250002,80.10735
-6.250002,77.94228
-5.000002,77.94228
-7.500002,77.94228
-9.375002,79.02482
-8.125002,79.02482
-8.750002,80.10735
-8.750002,77.94228
-10.000002,77.94228
-13.125002,81.18988
-11.875002,81.18988
-12.500002,82.272415
-12.500002,80.107346
-11.250002,80.107346
-13.750002,80.107346
-11.875002,79.02482
-10.625002,79.02482
-11.250002,80.10735
-11.250002,77.94228
-12.500002,77.94228
-14.375002,79.02482
-13.125002,79.02482
-13.750002,80.10735
-13.750002,77.94228
-15.000002,77.94228
-5.625002,76.85975
-4.375002,76.85975
-5.000002,75.777214
-3.750002,75.777214
-6.250002,75.777214
-4.375002,74.69469
-3.125002,74.69469
-3.750002,75.77722
-3.750002,73.61215
-2.500002,73.61215
-5.000002,73.61215
-6.875002,74.69469
-5.625002,74.69469
-6.250002,75.77722
-6.250002,73.61215
-7.500002,73.61215
-3.125002,72.529625
-1.8750019,72.529625
-2.500002,73.61216
-2.500002,71.44709
-1.2500019,71.44709
-3.750002,71.44709
-1.8750019,70.36456
-0.6250019,70.36456
-1.2500019,71.4471
-1.2500019,69.28203
-2.500002,69.28203
-4.375002,70.36456
-3.125002,70.36456
-3.750002,71.4471
-3.750002,69.28203
-5.000002,69.28203
-8.125002,72.529625
-6.875002,72.529625
-7.500002,73.61216
-7.500002,71.44709
-6.250002,71.44709
-8.750002,71.44709
-6.875002,70.36456
-5.625002,70.36456
-6.250002,71.4471
-6.250002,69.28203
-7.500002,69.28203
-9.375002,70.36456
-8.125002,70.36456
-8.750002,71.4471
-8.750002,69.28203
-10.000002,69.28203
-15.625002,76.85975
-14.375002,76.85975
-15.000002,75.777214
-13.750002,75.777214
-16.250002,75.777214
-14.375002,74.69469
-13.125002,74.69469
-13.750002,75.77722
-13.750002,73.61215
-12.500002,73.61215
-15.000002,73.61215
-16.875002,74.69469
-15.625002,74.69469
-16.250002,75.77722
-16.250002,73.61215
-17.500002,73.61215
-13.125002,72.529625
-11.875002,72.529625
-12.500002,73.61216
-12.500002,71.44709
-11.250002,71.44709
-13.750002,71.44709
-11.875002,70.36456
-10.625002,70.36456
-11.250002,71.4471
-11.250002,69.28203
-12.500002,69.28203
-14.375002,70.36456
-13.125002,70.36456
-13.750002,71.4471
-13.750002,69.28203
-15.000002,69.28203
-18.125002,72.529625
-16.875002,72.529625
-17.500002,73.61216
-17.500002,71.44709
-16.250002,71.44709
-18.750002,71.44709
-16.875002,70.36456
-15.625002,70.36456
-16.250002,71.4471
-16.250002,69.28203
-17.500002,69.28203
-19.375002,70.36456
-18.125002,70.36456
-18.750002,71.4471
-18.750002,69.28203
-20.000002,69.28203
-31.250002,84.43747
-28.750002,84.43747
-30.000002,86.60253
-30.000002,82.27241
-27.500002,82.27241
-32.5,82.27241
-28.750002,80.107346
-26.250002,80.107346
-27.500002,77.94228
-25.000002,77.94228
-30.000002,77.94228
-33.75,80.107346
-31.25,80.107346
-32.5,77.94228
-30,77.94228
-35,77.94228
-26.250002,75.777214
-23.750002,75.777214
-25.000002,77.942276
-25.000002,73.61215
-22.500002,73.61215
-27.500002,73.61215
-23.750002,71.44709
-21.250002,71.44709
-21.875002,70.36456
-20.625002,70.36456
-21.250002,71.4471
-21.250002,69.28203
-22.500002,69.28203
-25.000002,69.28203
-28.750002,71.44709
-26.250002,71.44709
-27.500002,69.28203
-30.000002,69.28203
-36.25,75.777214
-33.75,75.777214
-35,77.942276
-35,73.61215
-32.5,73.61215
-37.5,73.61215
-33.75,71.44709
-31.25,71.44709
-32.5,69.28203
-30,69.28203
-35,69.28203
-38.75,71.44709
-36.25,71.44709
-37.5,69.28203
-40,69.28203
39.375,68.19949
40.625,68.19949
40,67.11696
41.25,67.11696
38.75,67.11696
40.625,66.03443
41.875,66.03443
41.25,67.11697
41.25,64.9519
42.5,64.9519
40,64.9519
38.125,66.03443
39.375,66.03443
38.75,67.11697
38.75,64.9519
37.5,64.9519
41.875,63.869366
43.125,63.869366
42.5,62.786835
43.75,62.786835
41.25,62.786835
43.125,61.704304
44.375,61.704304
43.75,60.621773
45,60.621773
42.5,60.621773
40.625,61.704304
41.875,61.704304
41.25,60.621773
40,60.621773
36.875,63.869366
38.125,63.869366
37.5,62.786835
38.75,62.786835
36.25,62.786835
38.125,61.704304
39.375,61.704304
38.75,60.621773
37.5,60.621773
35.625,61.704304
36.875,61.704304
36.25,60.621773
35,60.621773
44.375,59.53924
45.625,59.53924
45,58.45671
46.25,58.45671
43.75,58.45671
45.625,57.37418
46.875,57.37418
46.25,56.29165
47.5,56.29165
45,56.29165
43.125,57.37418
44.375,57.37418
43.75,56.29165
42.5,56.29165
46.875,55.209114
48.125,55.209114
47.5,56.291645
47.5,54.126583
48.75,54.126583
46.25,54.126583
48.125,53.044052
49.375,53.044052
48.75,51.96152
50,51.96152
47.5,51.96152
45.625,53.044052
46.875,53.044052
46.25,51.96152
45,51.96152
41.875,55.209114
43.125,55.209114
42.5,56.291645
42.5,54.126583
43.75,54.126583
41.25,54.126583
43.125,53.044052
44.375,53.044052
43.75,51.96152
42.5,51.96152
40.625,53.044052
41.875,53.044052
41.25,51.96152
40,51.96152
34.375,59.53924
35.625,59.53924
35,58.45671
36.25,58.45671
33.75,58.45671
35.625,57.37418
36.875,57.37418
36.25,56.29165
37.5,56.29165
35,56.29165
33.125,57.37418
34.375,57.37418
33.75,56.29165
32.5,56.29165
36.875,55.209114
38.125,55.209114
37.5,56.291645
37.5,54.126583
38.75,54.126583
36.25,54.126583
38.125,53.044052
39.375,53.044052
38.75,51.96152
37.5,51.96152
35.625,53.044052
36.875,53.044052
36.25,51.96152
35,51.96152
31.875,55.209114
33.125,55.209114
32.5,56.291645
32.5,54.126583
33.75,54.126583
31.25,54.126583
33.125,53.044052
34.375,53.044052
33.75,51.96152
32.5,51.96152
30.625,53.044052
31.875,53.044052
31.25,51.96152
30,51.96152
49.375,50.87899
50.625,50.87899
50,49.79646
51.25,49.79646
48.75,49.79646
50.625,48.71393
51.875,48.71393
51.25,47.631397
52.5,47.631397
50,47.631397
48.125,48.71393
49.375,48.71393
48.75,47.631397
47.5,47.631397
51.875,46.548862
53.125,46.548862
52.5,47.631393
52.5,45.46633
53.75,45.46633
51.25,45.46633
53.125,44.3838
54.375,44.3838
53.75,43.30127
55,43.30127
52.5,43.30127
50.625,44.3838
51.875,44.3838
51.25,43.30127
50,43.30127
46.875,46.548862
48.125,46.548862
47.5,47.631393
47.5,45.46633
48.75,45.46633
46.25,45.46633
48.125,44.3838
49.375,44.3838
48.75,43.30127
47.5,43.30127
45.625,44.3838
46.875,44.3838
46.25,43.30127
45,43.30127
54.375,42.218735
55.625,42.218735
55,43.301266
55,41.136204
56.25,41.136204
53.75,41.136204
55.625,40.053673
56.875,40.053673
56.25,38.97114
57.5,38.97114
55,38.97114
53.125,40.053673
54.375,40.053673
53.75,38.97114
52.5,38.97114
56.875,37.888607
58.125,37.888607
57.5,38.971138
57.5,36.806076
58.75,36.806076
56.25,36.806076
58.125,35.723545
59.375,35.723545
58.75,34.641014
60,34.641014
57.5,34.641014
55.625,35.723545
56.875,35.723545
56.25,34.641014
55,34.641014
51.875,37.888607
53.125,37.888607
52.5,38.971138
52.5,36.806076
53.75,36.806076
51.25,36.806076
53.125,35.723545
54.375,35.723545
53.75,34.641014
52.5,34.641014
50.625,35.723545
51.875,35.723545
51.25,34.641014
50,34.641014
44.375,42.218735
45.625,42.218735
45,43.301266
45,41.136204
46.25,41.136204
43.75,41.136204
45.625,40.053673
46.875,40.053673
46.25,38.97114
47.5,38.97114
45,38.97114
43.125,40.053673
44.375,40.053673
43.75,38.97114
42.5,38.97114
46.875,37.888607
48.125,37.888607
47.5,38.971138
47.5,36.806076
48.75,36.806076
46.25,36.806076
48.125,35.723545
49.375,35.723545
48.75,34.641014
47.5,34.641014
45.625,35.723545
46.875,35.723545
46.25,34.641014
45,34.641014
41.875,37.888607
43.125,37.888607
42.5,38.971138
42.5,36.806076
43.75,36.806076
41.25,36.806076
43.125,35.723545
44.375,35.723545
43.75,34.641014
42.5,34.641014
40.625,35.723545
41.875,35.723545
41.25,34.641014
40,34.641014
29.375,50.87899
30.625,50.87899
30,49.79646
31.25,49.79646
28.75,49.79646
30.625,48.71393
31.875,48.71393
31.25,47.631397
32.5,47.631397
30,47.631397
28.125,48.71393
29.375,48.71393
28.75,47.631397
27.5,47.631397
31.875,46.548862
33.125,46.548862
32.5,47.631393
32.5,45.46633
33.75,45.46633
31.25,45.46633
33.125,44.3838
34.375,44.3838
33.75,43.30127
35,43.30127
32.5,43.30127
30.625,44.3838
31.875,44.3838
31.25,43.30127
30,43.30127
26.875,46.548862
28.125,46.548862
27.5,47.631393
27.5,45.46633
28.75,45.46633
26.25,45.46633
28.125,44.3838
29.375,44.3838
28.75,43.30127
27.5,43.30127
25.625,44.3838
26.875,44.3838
26.25,43.30127
25,43.30127
34.375,42.218735
35.625,42.218735
35,43.301266
35,41.136204
36.25,41.136204
33.75,41.136204
35.625,40.053673
36.875,40.053673
36.25,38.97114
37.5,38.97114
35,38.97114
33.125,40.053673
34.375,40.053673
33.75,38.97114
32.5,38.97114
36.875,37.888607
38.125,37.888607
37.5,38.971138
37.5,36.806076
38.75,36.806076
36.25,36.806076
38.125,35.723545
39.375,35.723545
38.75,34.641014
37.5,34.641014
35.625,35.723545
36.875,35.723545
36.25,34.641014
35,34.641014
31.875,37.888607
33.125,37.888607
32.5,38.971138
32.5,36.806076
33.75,36.806076
31.25,36.806076
33.125,35.723545
34.375,35.723545
33.75,34.641014
32.5,34.641014
30.625,35.723545
